locus_tag,product,tier,predicted_call,confidence,evidence,measured_essential,ess_score,noness_score,conservation,n_paralogs,gene_len_aa,leading,mobile_dist_kb,n_sisters,max_sisters,ovote_ess,ovote_non,dnds,cross_validated
RS_RS09590,toprim domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,4,N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.0722244565241913,0.9430732763076054,0.0,0.0,903,1,2.16,0,3,0,5,,False
RS_RS09595,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_mobile,1,0.2197571315328168,0.7016922125175256,0.0,0.0,69,1,3.67,0,3,1,0,,False
RS_RS09600,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_mobile,0,0.2211146900139619,0.7694045209558648,0.0,0.0,81,1,3.89,0,3,0,1,,False
RS_RS09615,ogr/Delta-like zinc finger family protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_pangenome_strong|N_mobile,0,0.5504942275198887,0.37528121256682073,0.3333333333333333,0.0,97,1,3.32,0,3,2,3,,False
RS_RS25505,DNA-binding protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_mobile,0,0.2195472301708216,0.8043576869062683,0.0,0.0,95,1,3.08,0,3,0,1,,False
RS_RS09620,helix-turn-helix domain-containing protein,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|N_pangenome_strong|N_mobile|E_ortho,0,0.9583252004033144,0.032973997318124865,1.0,0.0,174,0,2.4,0,3,2,0,,False
RS_RS09635,phage late control D family protein,CONFIDENT_NONESSENTIAL,non-essential,4,E_geometry|N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.1498341160914756,0.8443126765554815,0.0,0.0,375,1,0.0,0,3,0,19,,True
RS_RS09640,phage tail protein,CONFIDENT_NONESSENTIAL,non-essential,4,E_geometry|N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.20365307856498,0.7854413615924782,0.0,0.0,141,1,0.0,0,3,0,15,,True
RS_RS09645,phage tail tape measure protein,CONFIDENT_NONESSENTIAL,non-essential,4,N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.0726008295673441,0.9312035579240179,0.0,0.0,888,1,0.0,0,3,0,7,,True
RS_RS09655,phage tail assembly protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_mobile,1,0.3585223411467331,0.6030375248928188,0.1666666666666666,0.0,119,1,0.0,0,3,1,8,,False
RS_RS09660,phage major tail tube protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_mobile,0,0.2504248043995435,0.7665679936646619,0.0666666666666666,0.0,170,1,0.0,0,3,1,19,0.497994860518466,True
RS_RS09665,phage tail sheath protein,CONFIDENT_NONESSENTIAL,non-essential,4,E_geometry|N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.1457354357144656,0.8380693789955687,0.0,0.0,392,1,0.0,0,3,0,17,0.8541705714574941,True
RS_RS09685,phage tail protein I,CONFIDENT_NONESSENTIAL,non-essential,4,E_geometry|N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.1847579661358116,0.7647518190828708,0.0,0.0,206,1,0.0,0,3,0,18,,True
RS_RS09690,baseplate assembly protein,CONFIDENT_NONESSENTIAL,non-essential,4,E_geometry|N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.1632823676542037,0.7986894747754573,0.0,0.0,303,1,0.76,0,3,0,20,0.2572328405784134,True
RS_RS09695,GPW/gp25 family protein,UNRESOLVED,unknown,0,E_geometry|N_pangenome_some|N_mobile,1,0.4913453625289224,0.3524792268653522,0.2941176470588235,0.0,116,1,0.48,1,3,8,16,0.36236546716640844,False
RS_RS09700,phage baseplate assembly protein V,CONFIDENT_NONESSENTIAL,non-essential,4,E_geometry|N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.1844882421115457,0.760275343307961,0.0,0.0,206,1,0.0,0,3,0,16,,True
RS_RS09710,phage virion morphogenesis protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_mobile,0,0.1986609160617943,0.7439810770819311,0.0,0.0,149,1,0.0,1,3,1,7,,True
RS_RS09715,phage tail protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_mobile,0,0.2018965085865651,0.7741590473787677,0.0,0.0,145,1,0.0,0,3,1,9,,False
RS_RS09720,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_mobile,0,0.1949729171158514,0.759283873330075,0.0,0.0,167,1,0.46,0,3,0,1,,False
RS_RS09725,N-acetylmuramidase domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,4,E_geometry|N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.1707151341513802,0.7879611587097519,0.0,0.0,269,1,0.56,0,3,0,7,,True
RS_RS09730,phage holin family protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_mobile,1,0.2099333571255565,0.7275782588092878,0.0,0.0,105,1,0.0,0,3,0,1,,False
RS_RS09735,phage holin family protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_mobile,0,0.2021764473238331,0.738078830128612,0.0,0.0,135,1,0.0,0,3,0,1,,False
RS_RS09740,tail protein X,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_mobile,0,0.4062236937925288,0.45245277263078104,0.2,0.0,69,1,0.32,0,3,6,13,,False
RS_RS09745,head completion/stabilization protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_mobile,1,0.4260864299030281,0.4331535508996102,0.25,0.0,160,1,0.66,0,3,2,8,,False
RS_RS09750,terminase endonuclease subunit,CONFIDENT_NONESSENTIAL,non-essential,4,E_geometry|N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.1777131370654192,0.7866636337232945,0.0,0.0,241,1,0.87,0,3,0,10,,True
RS_RS09755,phage major capsid protein%2C P2 family,CONFIDENT_NONESSENTIAL,non-essential,4,E_geometry|N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.1587317933514477,0.8511587772169655,0.0,0.0,339,1,0.0,0,3,0,10,,True
RS_RS09760,GPO family capsid scaffolding protein,CONFIDENT_NONESSENTIAL,non-essential,4,E_geometry|N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.170828484611816,0.8236988831935865,0.0,0.0,280,1,0.98,0,3,0,10,,True
RS_RS09770,phage portal protein,CONFIDENT_NONESSENTIAL,non-essential,4,N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.1593937705846356,0.8559022043673639,0.0,0.0,362,0,0.0,0,3,0,10,,True
RS_RS09785,type VI secretion system Vgr family protein,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_strong|N_ortho,0,0.0753454689108031,0.9344423324672643,0.0,2.0,887,1,5.01,0,3,0,3,,True
RS_RS09810,sodium:solute symporter family protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.1019070702051396,0.8896114866402053,0.0,1.0,674,1,13.19,3,3,0,144,,True
RS_RS09815,acetate--CoA ligase,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.1632662605951606,0.825383803106728,0.0975609756097561,9.0,661,1,15.26,3,3,71,377,0.1086337549529259,True
RS_RS09820,DMT family transporter,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,1,0.2471095010495868,0.7040350964503032,0.073170731707317,15.0,320,0,16.94,3,3,65,421,0.2654324723364818,True
RS_RS09825,TIGR00645 family protein,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3072983870372818,0.7126628208934216,0.1153846153846153,0.0,180,0,17.78,3,3,4,27,0.1822736244719585,True
RS_RS09830,fumarate hydratase,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_dnds,0,0.7086965089867152,0.24009250100674298,0.6129032258064516,0.0,508,0,18.99,3,3,20,20,0.05768370377705566,True
RS_RS09835,glutamate racemase,UNRESOLVED,unknown,0,E_cons_core,0,0.8411746143666204,0.0846072053148544,0.7105263157894737,0.0,278,0,20.19,3,3,30,15,0.18336496008995964,False
RS_RS09840,dicarboxylate/amino acid:cation symporter,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.186574042639255,0.8195314664960185,0.0588235294117647,3.0,429,1,21.37,3,3,6,147,1.8850838306526714,True
RS_RS09845,DHCW motif cupin fold protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.3411697574947364,0.6653185490425828,0.125,0.0,114,0,22.65,1,3,1,9,0.19680452116914174,False
RS_RS09850,SRPBCC family protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1671645418566332,0.8033487504555674,0.0,0.0,320,1,23.34,3,3,0,3,,True
RS_RS09855,ArsR/SmtB family transcription factor,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|E_dnds|P_rogue,1,0.2170297008805609,0.7482363934102433,0.0,0.0,119,1,23.98,3,3,3,1,0.02249846630188592,False
RS_RS09860,AAA family ATPase,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|E_dnds|P_rogue,0,0.0905315689746715,0.9108404315662609,0.0,0.0,772,1,25.45,3,3,0,4,0.08366465072495968,True
RS_RS09870,energy transducer TonB,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,1,0.3297664760600198,0.6161651240146833,0.1538461538461538,0.0,222,0,27.45,3,3,6,11,0.11882150836948897,True
RS_RS09875,MotA/TolQ/ExbB proton channel family protein,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_dnds,1,0.8960389446526487,0.06489295081111636,0.7948717948717948,2.0,244,0,28.18,3,3,111,17,0.09948478403491057,True
RS_RS09880,ExbD/TolR family protein,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_dnds,1,0.9205465086473068,0.05525580263577636,0.8205128205128205,2.0,138,0,28.77,3,3,131,14,0.07047613165804753,True
RS_RS09885,hemin uptake protein HemP,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2342728663707354,0.7481479856514942,0.0,0.0,93,0,29.31,3,3,2,1,0.23666788068614117,False
RS_RS09890,GlcG/HbpS family heme-binding protein,UNRESOLVED,unknown,0,E_geometry|E_dnds,0,0.6779965635132646,0.2538558639035623,0.4545454545454545,0.0,138,1,29.85,3,3,15,16,0.058611434018619804,False
RS_RS09895,YdcF family protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho,0,0.1810397738121537,0.7523597516982972,0.0,1.0,266,1,30.48,3,3,0,38,0.1838839883364972,True
RS_RS09900,membrane protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2212851286177978,0.7161022908783273,0.0,0.0,107,1,31.25,3,3,0,3,0.13426778490767863,True
RS_RS09905,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.2328798109566641,0.7604692531832778,0.0,0.0,80,1,31.67,1,3,0,1,0.41938686585755575,True
RS_RS09910,phasin family protein,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2095703138541667,0.7782031961557653,0.0,0.0,164,1,32.31,3,3,1,2,0.13433733893290561,False
RS_RS09915,glycine zipper 2TM domain-containing protein,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,1,0.2421808729625728,0.7233010715929776,0.0,0.0,67,0,33.08,3,3,3,1,,False
RS_RS09920,nodulation factor ABC transporter ATP-binding protein NodI,CONFIDENT_NONESSENTIAL,non-essential,1,N_score|E_dnds,0,0.1985873330459564,0.787919205879288,0.0256410256410256,3.0,322,0,33.82,3,3,9,93,0.07443027185089784,True
RS_RS09925,ABC transporter permease,CONFIDENT_NONESSENTIAL,non-essential,1,N_score|E_dnds,0,0.2327167539493049,0.7690479176739468,0.0555555555555555,1.0,274,0,34.74,3,3,4,72,0.08039560122383399,True
RS_RS09930,amidophosphoribosyltransferase,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,1,0.4249802716451168,0.5241906812911189,0.35,0.0,512,1,36.04,3,3,20,27,0.10086070773861756,False
RS_RS09935,CvpA family protein,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score|E_dnds,0,0.3136446953876049,0.6364435486144331,0.1212121212121212,0.0,166,1,37.15,3,3,5,34,0.04805770066373634,True
RS_RS09940,SPOR domain-containing protein,UNRESOLVED,unknown,0,E_geometry,1,0.4952918121601135,0.3710815741700353,0.3333333333333333,0.0,274,1,37.89,3,3,4,3,,False
RS_RS09945,bifunctional tetrahydrofolate synthase/dihydrofolate synthase,UNRESOLVED,unknown,0,E_cons_core,1,0.9318558791722265,0.03440627814979531,0.9743589743589745,0.0,433,1,39.03,3,3,44,1,0.11977220464251839,False
RS_RS09950,acetyl-CoA carboxylase%2C carboxyltransferase subunit beta,CONFIDENT_ESSENTIAL,essential,4,E_cons_core|E_geometry|E_ortho|E_dnds,1,0.950885797511811,0.02532219732942013,1.0,0.0,291,1,40.2,3,3,37,0,0.09697019582710402,True
RS_RS09955,tryptophan synthase subunit alpha,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score|E_dnds,0,0.4050136470565474,0.5228448762383548,0.2439024390243902,0.0,266,1,41.07,3,3,14,33,0.04775761713073752,True
RS_RS09960,DNA-methyltransferase,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3238825121719978,0.6218283025738439,0.1666666666666666,0.0,271,1,41.89,3,3,1,11,0.11320652668575859,True
RS_RS09965,tryptophan synthase subunit beta,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score|E_dnds,0,0.3579865770222968,0.5960775828799868,0.2439024390243902,0.0,398,1,42.9,3,3,12,37,0.034557998522651734,True
RS_RS09970,phosphoribosylanthranilate isomerase,UNRESOLVED,unknown,0,E_geometry,1,0.5045803612759034,0.39448897385394915,0.3225806451612903,0.0,235,1,43.94,3,3,13,23,0.20519148206458526,False
RS_RS09975,tRNA pseudouridine(38-40) synthase TruA,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2616416338665982,0.6902395895955328,0.1,0.0,275,1,44.7,3,3,7,41,0.10372299702883239,True
RS_RS09985,aspartate-semialdehyde dehydrogenase,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds,1,0.9405748727444462,0.03614856772217475,0.975609756097561,0.0,368,1,49.03,3,3,63,2,0.05937244589994921,True
RS_RS09990,3-isopropylmalate dehydrogenase,UNRESOLVED,unknown,0,E_geometry|N_redundancy|E_dnds,1,0.6528396330822971,0.2851408471487985,0.4878048780487805,4.0,357,1,50.45,3,3,64,58,0.056854541796429056,False
RS_RS09995,3-isopropylmalate dehydratase small subunit,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score|E_dnds,1,0.3825329460575326,0.6290774150510173,0.1951219512195122,0.0,217,1,51.34,3,3,10,41,0.0835098266447608,True
RS_RS10000,3-isopropylmalate dehydratase large subunit,CONFIDENT_NONESSENTIAL,non-essential,1,N_score|E_dnds,0,0.2272667500756956,0.7515867671879342,0.1219512195121951,0.0,470,1,52.39,3,3,7,54,0.03256304883148945,True
RS_RS10005,citrate synthase,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_dnds,1,0.7994701110464102,0.17074448365346367,0.6842105263157895,1.0,434,1,53.95,3,3,54,23,0.031992727905502644,True
RS_RS10010,succinate dehydrogenase assembly factor 2,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_ortho,1,0.964906657933625,0.019693326366149073,1.0,0.0,96,1,54.86,3,3,7,0,0.19537502815884417,True
RS_RS10015,succinate dehydrogenase iron-sulfur subunit,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9176530697094946,0.05486456548913028,0.8461538461538461,0.0,234,1,55.41,3,3,44,13,,False
RS_RS10020,succinate dehydrogenase flavoprotein subunit,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_dnds,1,0.8259616402262521,0.12662225819455467,0.7804878048780488,1.0,593,1,56.67,3,3,77,20,0.06408398146205824,True
RS_RS10025,succinate dehydrogenase%2C hydrophobic membrane anchor protein,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9279290505616524,0.06043413262178218,0.8333333333333334,0.0,122,1,57.74,3,3,25,4,0.10303540748225612,True
RS_RS10030,succinate dehydrogenase%2C cytochrome b556 subunit,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds,1,0.924021462009699,0.05765667491725811,0.8275862068965517,0.0,137,1,58.14,3,3,29,5,0.035771813888869936,True
RS_RS10035,GntR family transcriptional regulator,UNRESOLVED,unknown,0,E_geometry|N_redundancy|E_dnds,0,0.5016752998279322,0.4281722864399933,0.3142857142857143,4.0,269,1,59.0,3,3,68,87,0.06606054466967609,False
RS_RS10040,malate dehydrogenase,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_dnds,0,0.6821029790769505,0.28948838819897144,0.5,0.0,330,0,60.25,3,3,21,18,0.024658113046970454,True
RS_RS10045,HpcH/HpaI aldolase/citrate lyase family protein,CONFIDENT_NONESSENTIAL,non-essential,1,N_score|E_dnds,0,0.3980824497369313,0.5413453093649231,0.24,0.0,327,0,61.34,3,3,13,40,0.0619581169801669,True
RS_RS10050,methylisocitrate lyase,CONFIDENT_NONESSENTIAL,non-essential,1,N_score|E_dnds,0,0.2907106850117275,0.6793697821301249,0.12,1.0,299,0,62.31,3,3,3,37,0.09790472993827337,True
RS_RS10055,hypothetical protein,UNRESOLVED,unknown,0,E_cons_core,0,0.9614224338163015,0.018695746386275303,1.0,0.0,186,0,63.28,3,3,3,3,0.24377063319808145,False
RS_RS10060,bifunctional 2-methylcitrate dehydratase/aconitate hydratase,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.2195752916297329,0.8071638067566885,0.1,0.0,489,0,64.32,3,3,1,14,,False
RS_RS10065,aconitate hydratase AcnA,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2843840510378498,0.7619215921910659,0.3157894736842105,2.0,902,0,66.47,3,3,29,43,0.10598976281201533,True
RS_RS10075,DUF2863 family protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|E_dnds|P_rogue,0,0.1706407591130019,0.8395683883800192,0.0,0.0,404,0,68.91,3,3,0,8,0.06671385009609711,True
RS_RS10080,ABC transporter substrate-binding protein,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.2085222714255404,0.7982511885000273,0.088235294117647,5.0,529,0,70.48,3,3,22,290,0.10526693399057566,True
RS_RS10085,BspC domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2073292541258287,0.7845524613062568,0.0,0.0,252,0,71.78,3,3,0,4,,True
RS_RS10090,M14 family metallopeptidase,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|E_dnds|P_rogue,0,0.1695308170954819,0.8148273495875896,0.0,0.0,382,1,72.8,3,3,0,21,0.08606989079989376,True
RS_RS10095,peroxide stress protein YaaA,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2009233218003195,0.7995382493224021,0.0,0.0,258,1,73.79,3,3,0,33,0.13237347764483906,True
RS_RS10100,putative toxin-antitoxin system toxin component%2C PIN family,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,1,0.3866413744922766,0.5235819200752901,0.1666666666666666,0.0,162,0,74.45,3,3,1,9,0.28196482262448047,True
RS_RS10105,pyridoxal phosphate-dependent aminotransferase,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.348267709369739,0.6251712824118424,0.1951219512195122,7.0,400,0,75.33,3,3,41,177,2.1294504597480994,True
RS_RS10110,glutathione S-transferase,UNRESOLVED,unknown,0,E_cons_core|E_geometry|F_core_redundant,1,0.7841094790085319,0.17789994079622967,0.5588235294117647,10.0,219,1,76.27,3,3,241,143,0.27343248650063395,True
RS_RS10115,3-hydroxyacyl-CoA dehydrogenase,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.2030836611848183,0.7546216435088089,0.0833333333333333,0.0,503,0,77.46,3,3,1,15,0.20170027622179237,False
RS_RS10120,oxepin-CoA hydrolase%2C alternative type,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.7503158910361882,0.18415811479820518,0.5263157894736842,9.0,260,0,78.63,3,3,191,107,0.15405433375639777,True
RS_RS10125,histidine phosphatase family protein,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,1,0.2102286986944544,0.7566313111351807,0.0,0.0,245,0,79.4,3,3,3,3,0.2544304714697939,False
RS_RS10130,phosphotransferase,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2221225276669099,0.7735710186392599,0.0526315789473684,0.0,359,0,80.34,3,3,1,23,0.11529601461230383,False
RS_RS10135,glyoxalase,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,1,0.390818054256485,0.5121211393090571,0.1666666666666666,0.0,135,1,81.1,3,3,2,9,0.3648684961689977,True
RS_RS10140,LysR family transcriptional regulator,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,0,0.3075321072239527,0.610765020125111,0.1379310344827586,6.0,322,1,82.03,3,3,32,143,2.281269439257015,True
RS_RS10145,PaaI family thioesterase,UNRESOLVED,unknown,0,,0,0.4800429302574218,0.41006397989290516,0.25,0.0,167,0,82.8,3,3,1,9,1.4462803590530422,False
RS_RS10150,acyl-CoA dehydrogenase family protein,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.2048362149175134,0.7921645009668028,0.05,0.0,421,0,83.71,3,3,2,29,0.1433176879644516,False
RS_RS10155,glutathione S-transferase N-terminal domain-containing protein,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.7915652071671022,0.18474409619289472,0.5588235294117647,10.0,231,0,84.84,3,3,241,143,0.10498009325949803,True
RS_RS10160,methyltransferase family protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2187512462150089,0.7391268786792556,0.0,0.0,220,0,85.65,3,3,0,5,0.1790901884928916,True
RS_RS10170,LysE/ArgO family amino acid transporter,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score|E_dnds,0,0.2253364038233958,0.8183830248001113,0.0,1.0,203,1,86.74,3,3,2,35,0.04340115779760255,True
RS_RS10175,fatty acid desaturase family protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1958422018889157,0.8558840951010483,0.0,0.0,314,1,87.51,3,3,0,3,0.11961768466260866,True
RS_RS10180,urease accessory protein UreG,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|E_dnds|P_rogue,0,0.2953148106469713,0.6772798664425679,0.0909090909090909,0.0,211,1,89.39,3,3,4,39,0.0936559774275583,True
RS_RS10185,urease accessory protein UreF,UNRESOLVED,unknown,0,E_geometry|E_dnds,0,0.4624596095566054,0.4032465338127308,0.2631578947368421,0.0,230,1,90.06,3,3,5,18,0.08704223306101215,False
RS_RS10190,urease accessory protein UreE,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.259384275502752,0.693602710557667,0.0526315789473684,0.0,212,1,90.72,3,3,1,22,,False
RS_RS10195,urease subunit alpha,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|E_dnds|P_rogue,0,0.1371038460515887,0.8696691366890902,0.0,0.0,573,1,91.9,3,3,0,22,0.09234672974859638,True
RS_RS10200,urease subunit beta,UNRESOLVED,unknown,0,E_geometry,1,0.6526391988421678,0.24067336906546832,0.3888888888888889,0.0,102,1,92.93,3,3,7,15,0.1135090667755029,False
RS_RS10205,HupE/UreJ family protein,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,1,0.2962031607313547,0.5755114225411234,0.0952380952380952,0.0,206,1,93.4,3,3,4,22,0.1364743919658197,False
RS_RS10210,urease subunit gamma,UNRESOLVED,unknown,0,E_geometry,0,0.4762823057227295,0.47603557834171667,0.2222222222222222,0.0,101,1,93.89,3,3,5,17,0.1116721414067335,False
RS_RS10215,urease accessory protein UreD,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2344762244549175,0.6983779905760764,0.0526315789473684,0.0,296,1,94.53,3,3,1,22,0.23917605672420178,False
RS_RS10220,urea ABC transporter ATP-binding subunit UrtE,UNRESOLVED,unknown,0,E_geometry|N_redundancy,1,0.660616627988146,0.25168437859749415,0.425,7.0,231,1,95.42,3,3,249,141,0.1731142682253589,False
RS_RS10225,urea ABC transporter ATP-binding protein UrtD,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.335019839868383,0.6014312395090551,0.1578947368421052,0.0,288,1,96.21,3,3,5,18,0.25955943337635323,True
RS_RS10230,urea ABC transporter permease subunit UrtC,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,0,0.2034441415937932,0.7802262007828337,0.0344827586206896,4.0,397,1,97.23,3,3,20,125,,True
RS_RS10235,urea ABC transporter permease subunit UrtB,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1446769814077904,0.8515364747276649,0.0,0.0,539,1,98.64,3,3,0,23,2.547890115111347,True
RS_RS10240,urea ABC transporter substrate-binding protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,0,0.2401534309669944,0.7924512274422602,0.0666666666666666,12.0,419,1,100.16,3,3,25,247,0.11959177019123804,True
RS_RS10245,MaoC family dehydratase,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3676233523339116,0.5675270554920372,0.1428571428571428,0.0,163,1,101.3,3,3,9,22,0.2591552741171163,True
RS_RS10250,MaoC family dehydratase,UNRESOLVED,unknown,0,E_geometry,0,0.7322535369564417,0.21175247515479576,0.4814814814814814,1.0,157,1,101.81,3,3,25,27,0.1983313221845913,False
RS_RS10255,acyl-CoA dehydrogenase family protein,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2652134460886388,0.6952195048537746,0.1111111111111111,0.0,377,1,102.69,3,3,3,22,0.1174052418504034,True
RS_RS10260,acyl-CoA dehydrogenase family protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1780215941213413,0.8403588891579539,0.0,0.0,399,1,103.88,3,3,0,27,0.14799477666607433,True
RS_RS10265,DUF1178 family protein,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.4155092454909821,0.5274764567080305,0.1818181818181818,0.0,154,1,104.79,3,3,2,13,0.21798118257485147,False
RS_RS10270,NUDIX domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2273208206035604,0.7825057636603201,0.0,0.0,206,1,105.49,3,3,0,89,0.19108775803458233,True
RS_RS10275,DUF2818 family protein,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9684449584732544,0.019712497230031496,1.0,0.0,103,1,106.0,3,3,6,2,0.7476173561663625,True
