organism,locus_tag,gene_name,essential,source,source_url
reut,H16_B2156,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2157,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2158,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2162,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2168,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2169,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2189,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2191,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2192,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2193,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2194,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2211,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2220,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2227,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2229,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2233,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2234,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2235,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2255,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2268,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2270,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2275,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2276,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2277,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2285,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2286,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2288,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2289,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2290,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2291,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2323,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2325,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2378,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2397,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2398,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2401,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2403,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2421,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2438,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2444,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2446,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2447,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2452,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2453,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2455,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2459,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2460,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2470,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2478,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2494,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2500,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2521,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2522,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2534,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2555,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2561,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2564,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2565,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2566,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2567,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_B2575,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG200,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG252,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG416,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG417,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG418,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG419,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG420,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG421,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG422,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG423,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG426,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,PHG427,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0004,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0005,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0006,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0007,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0008,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0009,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0010,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0011,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0012,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0013,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0014,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0015,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0017,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0018,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0019,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0020,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0021,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0022,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0023,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0025,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0026,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0028,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0029,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0030,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0031,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0032,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0033,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0034,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0035,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0036,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0040,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0041,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0043,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0046,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0047,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0048,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0049,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0050,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0051,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0052,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0053,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0054,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0055,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0056,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0057,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0058,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0059,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0060,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0061,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0062,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0063,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0064,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0066,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0067,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0069,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0070,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0071,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0072,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0074,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0075,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0076,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0077,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0078,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0079,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0080,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0081,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0082,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0083,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0085,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0086,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0087,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0088,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0089,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0090,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0091,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0092,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0093,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0094,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0095,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0096,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0097,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0098,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0099,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0102,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0103,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0104,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0105,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0106,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0107,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0109,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0110,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0118,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
reut,H16_A0119,,0,Jahn lab Ralstonia TraDIS,https://raw.githubusercontent.com/m-jahn/R-notebook-ralstonia-proteome/master/data/output/essentiality_escher.csv
