locus_tag,gene_name,product,feature_type,length_bp,strand,start_bp,rel_position,has_gene_name,protein_length_aa,gravy,pI,aromaticity,net_charge_ph7,has_signal_pep,tm_helix_count,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,is_ribosomal,is_synthetase,is_trna,is_polymerase,is_dna_machinery,is_translation,is_transcription,is_membrane,is_atp_binding,is_kinase,is_phosphatase,is_synthase,is_uncharacterized,is_metabolism
JCVISYN3A_0315,,Uncharacterized protein,CDS,153,1,192229,0.3537659718170927,0,50.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0316,tkt,Transketolase,CDS,1971,1,192440,0.3541542827381993,1,656.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0317,,Uncharacterized protein,CDS,246,1,194426,0.357809190270511,0,81.0,,,,,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0325,,Uncharacterized protein,CDS,1500,1,196094,0.3608788709169843,0,499.0,,,,,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0326,,Uncharacterized protein,CDS,762,1,197611,0.36367066080949023,0,253.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0327,scpA,Chromosome segregation protein A,CDS,837,1,198382,0.3650895599572306,1,278.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0328,scpB,Chromosome segregation protein B,CDS,630,1,199202,0.3665986355748014,1,209.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0329,rluB,Uncharacterized pseudouridine synthase,CDS,759,1,199899,0.3678813498497366,1,252.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
JCVISYN3A_0330,dgk,Deoxyguanosine kinase,CDS,618,1,200667,0.36929472798911994,1,205.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JCVISYN3A_0332,,Uncharacterized protein,CDS,828,1,201395,0.37063449268374377,0,275.0,,,,,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0338,,Uncharacterized lipoprotein,CDS,720,1,202897,0.3733986775344649,0,239.0,,,,,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0344,ppa,Inorganic diphosphatase,CDS,561,-1,204074,0.37556475314651466,1,186.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JCVISYN3A_0345,ecfS,Uncharacterized ECF transporter S component,CDS,891,1,204773,0.3768511480936878,1,296.0,,,,,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
JCVISYN3A_0346,,Uncharacterized protein,CDS,696,1,205729,0.3786105094234411,0,231.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0347,cmk,Cytidylate kinase,CDS,663,1,206433,0.37990610605120917,1,220.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JCVISYN3A_0348,engA,Ribosome biogenesis GTPase,CDS,1308,1,207102,0.3811372909148127,1,435.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0350,hupA,DNA-binding protein,CDS,273,1,208464,0.38364382870887537,1,90.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0352,,Uncharacterized protein,CDS,549,1,208791,0.38424561861978473,0,182.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0353,,Uncharacterized protein,CDS,378,1,209403,0.38537190432460583,0,125.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0356,rnpB,RNase P RNA component class B,ncRNA,340,1,210198,0.38683497153920193,1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0359,,Ribonuclease Y,CDS,1530,1,210712,0.38778090430436213,0,509.0,,,,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0360,ffh,Signal recognition particle protein,CDS,1344,1,212275,0.3906573496583416,1,447.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0361,rlmH,23S rRNA (pseudouridine(1915)-N3)-methyltransferase,CDS,468,1,213622,0.3931362824106195,1,155.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0362,rpsP,30S ribosomal protein S16,CDS,279,1,214180,0.3941631899650152,1,92.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0363,rimM,16S rRNA processing protein,CDS,495,1,214490,0.39473369416190174,1,164.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0364,trmD,tRNA (guanosine(37)-N1)-methyltransferase,CDS,723,1,214986,0.39564650087692016,1,240.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0365,rplS,50S ribosomal protein L19,CDS,384,1,215710,0.39697890422706805,1,127.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0366,ylqF; rbgA,L16-binding dependent 50S subunit-maturation GTPase,CDS,951,1,216192,0.39786594623642063,1,316.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0371,ywjA,Flippase A,CDS,1872,1,217523,0.4003154336107947,1,623.0,,,,,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0372,ywjA,Flippase B,CDS,1854,1,219410,0.4037881478673265,1,617.0,,,,,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0373,,Uncharacterized protein,CDS,1608,1,221297,0.4072608621238583,0,535.0,,,,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0374,tRNA-Arg,tRNA-Arg,tRNA,77,1,222960,0.4103213410897366,1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0375,,Uncharacterized protein,CDS,741,1,223090,0.4105605847852052,0,246.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0376,,Uncharacterized protein,CDS,345,1,223802,0.4118709041019252,0,114.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0377,obgE,Ribosome GTPase,CDS,1302,1,224217,0.4126346435913055,1,433.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0378,nadE,NAD(+) synthase,CDS,738,1,225520,0.4150326015543479,1,245.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JCVISYN3A_0379,,Uncharacterized protein,CDS,279,1,226274,0.4164202149880654,0,92.0,,,,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0380,nadD,Nicotinate (nicotinamide) nucleotide adenylyltransferase,CDS,1098,1,226570,0.4169649544792861,1,365.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0381,mtnN,5'-Methylthioadenosine nucleosidase,CDS,660,1,227672,0.4189930048824117,1,219.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0382,dnk,Deoxynucleoside kinase,CDS,639,1,228341,0.4202241897460152,1,212.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JCVISYN3A_0387,mnmA,tRNA 2-thiouridine(34) synthase,CDS,1128,1,229208,0.4218197611611785,1,375.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
JCVISYN3A_0388,,Uncharacterized protein,CDS,618,1,230382,0.4239803157648713,0,205.0,,,,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0389,,Uncharacterized protein,CDS,2145,1,231075,0.4252556686953305,0,714.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0390,fmt,Methionyl-tRNA formyltransferase,CDS,954,1,233209,0.42918294597325257,1,317.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0391,efp,Elongation factor P,CDS,555,1,234249,0.43109689553700087,1,184.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JCVISYN3A_0392,,Uncharacterized protein,CDS,303,1,234821,0.43214956779706243,0,100.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0394,lon,Endopeptidase La,CDS,2361,1,235262,0.43296115602553653,1,786.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0398,,Uncharacterized lipoprotein,CDS,2463,-1,237760,0.43755831565077047,0,820.0,,,,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0399,,Uncharacterized efflux ABC transporter permease,CDS,5262,1,240372,0.44236527359356914,0,1753.0,,,,,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
JCVISYN3A_0400,,Uncharacterized protease,CDS,552,1,245681,0.45213561804928054,0,183.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0401,,Uncharacterized peptidase,CDS,1848,1,246267,0.45321405501500794,0,615.0,,,,,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0402,ybeY,rRNA maturation RNase,CDS,495,1,248119,0.4566223575073751,1,164.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0403,era,Ribosome GTPase,CDS,906,1,248617,0.45753884489463154,1,301.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0404,recO,DNA repair protein,CDS,750,1,249522,0.4592043490823164,1,249.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JCVISYN3A_0405,glyRS,Glycine--tRNA ligase,CDS,1371,1,250335,0.46070054234705426,1,456.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
JCVISYN3A_0406,dnaG,DNA primase,CDS,1839,1,251740,0.46328621459423347,1,612.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JCVISYN3A_0407,rpoD,RNA polymerase subunit sigma,CDS,1521,1,253581,0.4666742733892918,1,506.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0408,trmK; yqfN,Uncharacterized methyltransferase,CDS,678,1,255101,0.46947158429015473,1,225.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
JCVISYN3A_0409,,Uncharacterized protein,CDS,777,1,255765,0.4706935674731633,0,258.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0410,,Uncharacterized helicase,CDS,1362,1,256550,0.47213823132656946,0,453.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
JCVISYN3A_0411,,Uncharacterized protein,CDS,1515,1,257951,0.47471654222927273,0,504.0,,,,,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0412,,Uncharacterized protein,CDS,4155,1,259581,0.4777162901032245,0,1384.0,,,,,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0413,apt,Adenine phosphoribosyltransferase,CDS,513,1,263747,0.4853831303749317,1,170.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0414,relA,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",CDS,2265,1,264342,0.48647813036573,1,754.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0415,smc,Chromosome segregation protein,CDS,2967,-1,266643,0.49071274377552315,1,988.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0416,,Uncharacterized protein,CDS,390,-1,269915,0.49673432355685443,0,129.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0418,,Ribonuclease III,CDS,699,-1,270449,0.49771706304439445,0,232.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0419,plsX,Phosphate acyltransferase,CDS,1005,-1,271137,0.4989832142942587,1,334.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0420,fakA,Fatty acid kinase subunit A,CDS,1644,-1,272174,0.50089164284965,1,547.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JCVISYN3A_0421,,Uncharacterized protein,CDS,312,-1,273842,0.5039613234961233,0,103.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0422,rpmB,50S ribosomal protein L28,CDS,198,1,274322,0.504844684833238,1,65.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0423,tRNA-Leu,tRNA-Leu,tRNA,85,1,274583,0.505325012560294,1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0424,,Uncharacterized protein,CDS,444,1,274750,0.5056323486921651,0,147.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0425,pstS,Phosphate ABC transporter substrate-binding protein,CDS,1131,1,275282,0.5066114075074671,1,376.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JCVISYN3A_0426,pstA,Phosphate ABC transporter permease,CDS,2091,1,276464,0.5087866848001119,1,696.0,,,,,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JCVISYN3A_0427,pstB,Phosphate ABC transporter ATP-binding protein,CDS,810,1,278547,0.5126201049359655,1,269.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
JCVISYN3A_0428,phoU,Phosphate transport system regulatory protein,CDS,675,1,279365,0.5141254998812983,1,224.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0429,ftsY,Signal recognition particle-docking protein,CDS,1230,1,280106,0.515489188945469,1,409.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0430,,Uncharacterized DNA-binding protein,CDS,342,1,281319,0.5177215166578024,0,113.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0431,,Uncharacterized metallophosphoesterase,CDS,774,1,281648,0.5183269872409497,0,257.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
