locus_tag,product,tier,predicted_call,measured_essential,score_all_combined,conservation,n_paralogs,gene_len_aa,n_sisters,absent_all_sisters,rogue_suspect
RS_RS13580,preprotein translocase subunit YajC,CONFIDENT_ESSENTIAL,essential,1,0.8423817454454466,0.631578947368421,0.0,110,3,False,False
RS_RS13585,protein translocase subunit SecD,CONFIDENT_ESSENTIAL,essential,1,0.889384060789016,0.9090909090909092,0.0,627,3,False,False
RS_RS13590,protein translocase subunit SecF,CONFIDENT_ESSENTIAL,essential,1,0.9317695676605732,0.9166666666666666,0.0,323,3,False,False
RS_RS13595,YceI family protein,PHENOTYPE_REQUIRED,unknown,0,0.3438384839051079,0.1470588235294117,3.0,199,3,False,False
RS_RS13600,YceI family protein,PHENOTYPE_REQUIRED,unknown,0,0.3456066064158171,0.1470588235294117,3.0,189,3,False,False
RS_RS13605,cytochrome b,CONFIDENT_NONESSENTIAL,non-essential,0,0.2590578907032692,0.0625,1.0,196,3,False,False
RS_RS13610,adenylosuccinate lyase,CONFIDENT_ESSENTIAL,essential,1,0.932382516297281,0.975609756097561,1.0,458,3,False,False
RS_RS13615,glutathione S-transferase,PHENOTYPE_REQUIRED,unknown,1,0.7848773501159954,0.5588235294117647,10.0,203,3,False,False
RS_RS13620,FMN-binding glutamate synthase family protein,PHENOTYPE_REQUIRED,unknown,1,0.1560379374040938,0.04,0.0,533,3,False,True
RS_RS13625,tRNA 2-thiouridine(34) synthase MnmA,CONFIDENT_ESSENTIAL,essential,1,0.9249035957744663,0.9210526315789472,0.0,371,3,False,False
RS_RS13630,NUDIX hydrolase,PHENOTYPE_REQUIRED,unknown,0,0.2439140252767497,0.0384615384615384,0.0,169,3,False,True
RS_RS13635,MarR family winged helix-turn-helix transcriptional regulator,PHENOTYPE_REQUIRED,unknown,1,0.7367773976235457,0.4871794871794871,13.0,158,3,False,False
RS_RS13640,HlyD family secretion protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1906354102764098,0.0263157894736842,4.0,389,3,False,False
RS_RS13645,MDR family MFS transporter,CONFIDENT_NONESSENTIAL,non-essential,1,0.1683003271089574,0.0256410256410256,8.0,512,3,False,False
RS_RS13650,DUF1624 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.1646093920951735,0.0,0.0,381,3,False,True
RS_RS13655,TonB-dependent siderophore receptor,CONFIDENT_NONESSENTIAL,non-essential,0,0.1492842471445978,0.054054054054054,13.0,690,3,False,False
RS_RS13660,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,CONFIDENT_NONESSENTIAL,non-essential,0,0.1926575784991223,0.0294117647058823,1.0,380,3,False,False
RS_RS13665,aspartate 1-decarboxylase,PHENOTYPE_REQUIRED,unknown,1,0.6692259189093025,0.4090909090909091,0.0,121,3,False,False
RS_RS13670,NAD(P) transhydrogenase subunit alpha,PHENOTYPE_REQUIRED,unknown,0,0.4013211849562766,0.1578947368421052,1.0,108,3,False,False
RS_RS13675,NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta,PHENOTYPE_REQUIRED,unknown,0,0.1526757144363832,0.0,0.0,487,3,False,True
RS_RS13680,response regulator,PHENOTYPE_REQUIRED,unknown,1,0.1850836555521572,0.0,0.0,346,3,False,True
RS_RS13685,class I SAM-dependent methyltransferase PhcB,PHENOTYPE_REQUIRED,unknown,0,0.1582622941653343,0.0,0.0,468,3,False,True
RS_RS13690,two-component system sensor histidine kinase PhcS,PHENOTYPE_REQUIRED,unknown,0,0.1642056075803472,0.0,0.0,443,3,False,True
RS_RS13695,two-component system hybrid sensor histidine kinase/response regulator PhcR,PHENOTYPE_REQUIRED,unknown,0,0.2122507851593304,0.05,0.0,375,3,False,True
RS_RS13700,response regulator,PHENOTYPE_REQUIRED,unknown,0,0.1872739056879791,0.0,0.0,337,3,False,True
RS_RS13705,THUMP domain-containing class I SAM-dependent RNA methyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.1494381950728459,0.0,0.0,472,3,False,True
RS_RS13710,CopD family protein,CONFIDENT_ESSENTIAL,essential,1,0.9638982530541306,1.0,0.0,141,3,False,False
RS_RS13715,glutamate-5-semialdehyde dehydrogenase,PHENOTYPE_REQUIRED,unknown,1,0.3001544163205635,0.1794871794871795,0.0,427,3,False,False
RS_RS13720,DNA polymerase III subunit delta,CONFIDENT_ESSENTIAL,essential,1,0.948782663209048,1.0,0.0,359,3,False,False
RS_RS13725,LPS assembly lipoprotein LptE,CONFIDENT_ESSENTIAL,essential,1,0.9386713585597672,0.8846153846153846,0.0,170,3,False,False
RS_RS13730,leucine--tRNA ligase,CONFIDENT_ESSENTIAL,essential,1,0.8939187852091943,1.0,0.0,878,3,False,False
RS_RS13735,4-hydroxy-tetrahydrodipicolinate reductase,CONFIDENT_ESSENTIAL,essential,1,0.9274687633226034,0.8780487804878049,0.0,264,3,False,False
RS_RS13740,outer membrane protein assembly factor BamE,CONFIDENT_ESSENTIAL,essential,1,0.8418893708023524,0.6666666666666666,0.0,220,3,False,False
RS_RS13745,ferric iron uptake transcriptional regulator,CONFIDENT_ESSENTIAL,essential,1,0.936255034073868,0.8461538461538461,2.0,144,3,False,False
RS_RS13750,LysR family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,0,0.1838608651901613,0.0,0.0,348,3,False,True
RS_RS13755,type I glyceraldehyde-3-phosphate dehydrogenase,CONFIDENT_ESSENTIAL,essential,1,0.8899938560731551,0.7948717948717948,0.0,333,3,False,False
RS_RS13760,transketolase,CONFIDENT_ESSENTIAL,essential,1,0.8764207107917777,0.8888888888888888,0.0,676,3,False,False
RS_RS13765,galactonate dehydratase,PHENOTYPE_REQUIRED,unknown,0,0.3585095720677359,0.21875,0.0,383,3,False,False
RS_RS13770,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,CONFIDENT_ESSENTIAL,essential,1,0.8737597366917246,0.7222222222222222,1.0,214,3,False,False
RS_RS13775,SDR family oxidoreductase,CONFIDENT_ESSENTIAL,essential,1,0.9660871445997772,1.0,27.0,266,3,False,False
RS_RS13780,aldose 1-epimerase,CONFIDENT_NONESSENTIAL,non-essential,0,0.217382345153892,0.0294117647058823,2.0,297,3,False,False
RS_RS13785,SMP-30/gluconolactonase/LRE family protein,PHENOTYPE_REQUIRED,unknown,0,0.2919497148649554,0.12,2.0,304,3,False,False
RS_RS13790,L-arabinose ABC transporter permease AraH,PHENOTYPE_REQUIRED,unknown,0,0.3593261357679859,0.1923076923076923,3.0,336,3,False,False
RS_RS13795,L-arabinose ABC transporter ATP-binding protein AraG,PHENOTYPE_REQUIRED,unknown,0,0.3835317956017181,0.2682926829268293,8.0,512,3,False,False
RS_RS13800,arabinose ABC transporter substrate-binding protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1895888154538854,0.0,0.0,332,1,False,False
RS_RS13805,2-dehydro-3-deoxygalactonokinase,CONFIDENT_NONESSENTIAL,non-essential,0,0.2221755246630518,0.0454545454545454,0.0,332,1,False,False
RS_RS13810,porin,CONFIDENT_NONESSENTIAL,non-essential,0,0.1845324792311174,0.0,0.0,354,1,False,False
RS_RS13815,transcriptional regulator GcvA,CONFIDENT_ESSENTIAL,essential,1,0.8692539203108848,0.6097560975609756,57.0,309,3,False,False
RS_RS13820,VOC family protein,PHENOTYPE_REQUIRED,unknown,0,0.3147483723471571,0.0714285714285714,1.0,142,3,False,False
RS_RS13825,16S rRNA (uracil(1498)-N(3))-methyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.5242450025668987,0.3076923076923077,0.0,250,3,False,False
RS_RS13830,YidB family protein,PHENOTYPE_REQUIRED,unknown,0,0.2350012275651012,0.0,0.0,188,3,False,True
RS_RS13835,barstar family protein,PHENOTYPE_REQUIRED,unknown,1,0.7345429150755285,0.5,0.0,199,3,False,False
RS_RS13840,ribonuclease,PHENOTYPE_REQUIRED,unknown,0,0.2440152015111765,0.0,0.0,144,3,False,True
RS_RS13845,NADP-dependent malic enzyme,CONFIDENT_NONESSENTIAL,non-essential,0,0.1277821084318426,0.0454545454545454,1.0,782,3,False,False
RS_RS13850,thiamine-phosphate kinase,CONFIDENT_ESSENTIAL,essential,1,0.9552819127420388,1.0,0.0,333,3,False,False
RS_RS13855,phosphatidylglycerophosphatase A family protein,CONFIDENT_ESSENTIAL,essential,1,0.8912805959673147,0.7333333333333333,0.0,193,3,False,False
RS_RS13860,CinA family protein,PHENOTYPE_REQUIRED,unknown,1,0.3351960682099171,0.1,0.0,167,3,False,False
RS_RS13870,orotidine-5'-phosphate decarboxylase,CONFIDENT_ESSENTIAL,essential,1,0.858001865796639,0.7,0.0,272,3,False,False
RS_RS13875,magnesium/cobalt transporter CorA,PHENOTYPE_REQUIRED,unknown,0,0.4910377920132093,0.2894736842105263,1.0,321,3,False,False
RS_RS13880,pectate lyase,PHENOTYPE_REQUIRED,unknown,0,0.1860740334461029,0.0,0.0,381,3,False,True
RS_RS13885,monofunctional biosynthetic peptidoglycan transglycosylase,PHENOTYPE_REQUIRED,unknown,0,0.2455120569897274,0.0294117647058823,0.0,235,3,False,True
RS_RS13890,shikimate dehydrogenase,PHENOTYPE_REQUIRED,unknown,0,0.7579855714584407,0.5609756097560976,1.0,307,3,False,False
RS_RS13895,energy transducer TonB family protein,PHENOTYPE_REQUIRED,unknown,0,0.530753465750631,0.3333333333333333,0.0,305,3,False,False
RS_RS13900,ribonuclease catalytic domain-containing protein,CONFIDENT_ESSENTIAL,essential,1,0.8645549940938345,0.8571428571428571,0.0,694,3,False,False
RS_RS13905,chorismate--pyruvate lyase family protein,PHENOTYPE_REQUIRED,unknown,0,0.2294880283541991,0.0,0.0,196,3,False,True
RS_RS13910,YqiA/YcfP family alpha/beta fold hydrolase,PHENOTYPE_REQUIRED,unknown,0,0.2284189244627355,0.0,0.0,211,3,False,True
RS_RS13915,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,PHENOTYPE_REQUIRED,unknown,0,0.1899364566453459,0.0333333333333333,0.0,462,3,False,True
RS_RS13920,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.2334444989027126,0.0,0.0,225,3,False,True
RS_RS13925,TlpA family protein disulfide reductase,CONFIDENT_ESSENTIAL,essential,1,0.8683633218442985,0.6666666666666666,1.0,175,3,False,False
RS_RS13930,type II 3-dehydroquinate dehydratase,CONFIDENT_ESSENTIAL,essential,1,0.8480674760797959,0.6216216216216216,1.0,157,3,False,False
RS_RS13935,acetyl-CoA carboxylase biotin carboxyl carrier protein,CONFIDENT_ESSENTIAL,essential,1,0.9493732386850844,0.8947368421052632,0.0,156,3,False,False
RS_RS13940,acetyl-CoA carboxylase biotin carboxylase subunit,CONFIDENT_ESSENTIAL,essential,1,0.9299628602522664,0.9210526315789472,0.0,457,3,False,False
RS_RS13945,50S ribosomal protein L11 methyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.2136770785866391,0.0,0.0,299,3,False,True
RS_RS13950,DUF3426 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.1703193484097018,0.0,0.0,474,3,False,True
RS_RS13955,thiol peroxidase,PHENOTYPE_REQUIRED,unknown,0,0.3992123417578578,0.1481481481481481,0.0,167,3,False,False
RS_RS13960,carbohydrate kinase family protein,PHENOTYPE_REQUIRED,unknown,1,0.5039755720202211,0.282051282051282,5.0,312,3,False,False
RS_RS13965,membrane protein,PHENOTYPE_REQUIRED,unknown,0,0.3945485394256789,0.1428571428571428,0.0,156,3,False,False
RS_RS13980,collagen-like triple helix repeat-containing protein,PHENOTYPE_REQUIRED,unknown,1,0.2340068118171819,0.0,0.0,227,3,False,True
RS_RS13985,collagen-like triple helix repeat-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.1991284067238392,0.0,0.0,362,3,False,True
RS_RS13990,DUF2147 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.2644814168370435,0.0,1.0,153,3,False,False
RS_RS13995,methyl-accepting chemotaxis protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1699495561885462,0.0,2.0,516,3,False,False
RS_RS14000,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.1787694102932601,0.0,0.0,451,3,False,True
RS_RS14005,Lrp/AsnC family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,0,0.2530362283919433,0.0,0.0,159,3,False,True
RS_RS14010,EamA family transporter,PHENOTYPE_REQUIRED,unknown,1,0.3153313898502596,0.073170731707317,15.0,279,3,False,False
RS_RS14015,M14 family metallopeptidase,PHENOTYPE_REQUIRED,unknown,0,0.1955283028565487,0.0,0.0,361,3,False,True
RS_RS14020,ribonucleotide-diphosphate reductase subunit beta,CONFIDENT_ESSENTIAL,essential,1,0.9399075788554694,0.9375,0.0,401,3,False,False
RS_RS14025,ribonucleoside-diphosphate reductase subunit alpha,CONFIDENT_ESSENTIAL,essential,1,0.8758985674828809,0.9666666666666668,0.0,988,3,False,False
RS_RS14030,1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD,PHENOTYPE_REQUIRED,unknown,1,0.4363671276459963,0.2,0.0,201,3,False,False
RS_RS14035,sigma-54-dependent transcriptional regulator,PHENOTYPE_REQUIRED,unknown,1,0.3792309955197979,0.2631578947368421,5.0,561,3,False,False
RS_RS14040,sensor histidine kinase,PHENOTYPE_REQUIRED,unknown,0,0.1301695825797478,0.0,0.0,683,3,False,True
RS_RS14045,PP0621 family protein,PHENOTYPE_REQUIRED,unknown,1,0.2722407634940236,0.0,0.0,87,3,False,True
RS_RS14050,cytochrome C assembly family protein,PHENOTYPE_REQUIRED,unknown,0,0.3935082561915506,0.1923076923076923,0.0,304,2,False,False
RS_RS14055,signal recognition particle protein,CONFIDENT_ESSENTIAL,essential,1,0.9455490969797292,0.975609756097561,0.0,477,3,False,False
RS_RS14060,hypoxanthine-guanine phosphoribosyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.289266250521471,0.0303030303030303,0.0,183,3,False,True
RS_RS14065,MarC family protein,PHENOTYPE_REQUIRED,unknown,1,0.5179410368747612,0.2631578947368421,1.0,198,3,False,False
RS_RS14070,2OG-Fe(II) oxygenase,PHENOTYPE_REQUIRED,unknown,0,0.2202855835170308,0.0,0.0,290,3,False,True
RS_RS14075,lytic transglycosylase domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.2317577293489975,0.0,0.0,246,3,False,True
RS_RS14080,proline--tRNA ligase,CONFIDENT_ESSENTIAL,essential,1,0.9319706364408868,0.9642857142857144,0.0,575,3,False,False
RS_RS14085,RNA pyrophosphohydrolase,PHENOTYPE_REQUIRED,unknown,1,0.4665563074396339,0.21875,0.0,239,3,False,False
RS_RS14090,CNP1-like family protein,PHENOTYPE_REQUIRED,unknown,0,0.2538622461050174,0.0,0.0,211,3,False,True
RS_RS14095,glutamate 5-kinase,PHENOTYPE_REQUIRED,unknown,0,0.3842825826839138,0.2051282051282051,0.0,375,3,False,False
RS_RS14100,GTPase ObgE,CONFIDENT_ESSENTIAL,essential,1,0.9467187199134408,0.9473684210526316,0.0,367,3,False,False
RS_RS14105,50S ribosomal protein L27,CONFIDENT_ESSENTIAL,essential,1,0.9724690915326888,1.0,0.0,87,3,False,False
RS_RS14110,50S ribosomal protein L21,CONFIDENT_ESSENTIAL,essential,1,0.9726923642217726,1.0,0.0,104,3,False,False
RS_RS14115,octaprenyl diphosphate synthase,CONFIDENT_ESSENTIAL,essential,1,0.9625744406067884,1.0,1.0,323,3,False,False
RS_RS14125,HlyC/CorC family transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.2409201175813546,0.0512820512820512,1.0,426,3,False,False
RS_RS14130,type IV-A pilus assembly ATPase PilB,CONFIDENT_NONESSENTIAL,non-essential,0,0.1899624796634441,0.0344827586206896,1.0,576,3,False,False
RS_RS14135,type II secretion system F family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2049570251001515,0.0,1.0,422,3,False,False
RS_RS14140,prepilin peptidase,PHENOTYPE_REQUIRED,unknown,0,0.2906823925684016,0.0666666666666666,0.0,294,3,False,True
RS_RS14145,dephospho-CoA kinase,CONFIDENT_ESSENTIAL,essential,1,0.968156805970154,1.0,0.0,205,3,False,False
RS_RS14150,cell division protein ZapD,PHENOTYPE_REQUIRED,unknown,0,0.4652146023619901,0.2142857142857142,0.0,253,3,False,False
RS_RS14155,DNA gyrase inhibitor YacG,PHENOTYPE_REQUIRED,unknown,0,0.7483449469102819,0.4285714285714285,0.0,72,3,False,False
RS_RS14160,NUDIX domain-containing protein,PHENOTYPE_REQUIRED,unknown,1,0.4087921088390477,0.1428571428571428,0.0,154,3,False,False
RS_RS14165,ATP-binding protein,PHENOTYPE_REQUIRED,unknown,0,0.2280565694716046,0.0,0.0,295,3,False,True
RS_RS14170,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,PHENOTYPE_REQUIRED,unknown,1,0.5207026181505221,0.3333333333333333,0.0,410,3,False,False
RS_RS14175,preprotein translocase subunit SecA,CONFIDENT_ESSENTIAL,essential,1,0.905751483897897,1.0,0.0,935,3,False,False
RS_RS14180,M23 family metallopeptidase,PHENOTYPE_REQUIRED,unknown,0,0.2762942868365696,0.0666666666666666,0.0,322,3,False,True
RS_RS14185,DciA family protein,CONFIDENT_ESSENTIAL,essential,1,0.9710309456231944,1.0,0.0,170,3,False,False
RS_RS14190,UDP-3-O-acyl-N-acetylglucosamine deacetylase,CONFIDENT_ESSENTIAL,essential,1,0.9630599505796404,1.0,0.0,306,3,False,False
RS_RS14195,peroxiredoxin,PHENOTYPE_REQUIRED,unknown,0,0.383500304125608,0.1176470588235294,0.0,167,3,False,False
RS_RS14200,cell division protein FtsZ,CONFIDENT_ESSENTIAL,essential,1,0.9442461081246776,0.9375,0.0,401,3,False,False
RS_RS14205,cell division protein FtsA,CONFIDENT_ESSENTIAL,essential,1,0.9568817597831002,1.0,0.0,411,3,False,False
RS_RS14210,cell division protein FtsQ/DivIB,CONFIDENT_ESSENTIAL,essential,1,0.9629075128816604,1.0,0.0,300,3,False,False
RS_RS14215,D-alanine--D-alanine ligase,CONFIDENT_ESSENTIAL,essential,1,0.9236568367137908,0.8421052631578947,0.0,332,3,False,False
RS_RS14220,UDP-N-acetylmuramate--L-alanine ligase,CONFIDENT_ESSENTIAL,essential,1,0.9452236514323448,0.9743589743589745,0.0,484,3,False,False
RS_RS14225,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,CONFIDENT_ESSENTIAL,essential,1,0.9581671076939464,1.0,0.0,366,3,False,False
RS_RS14230,putative lipid II flippase FtsW,CONFIDENT_ESSENTIAL,essential,1,0.9565677555193218,1.0,1.0,414,3,False,False
RS_RS14235,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,CONFIDENT_ESSENTIAL,essential,1,0.9422953095217972,0.972972972972973,0.0,500,3,False,False
RS_RS14240,phospho-N-acetylmuramoyl-pentapeptide-transferase,CONFIDENT_ESSENTIAL,essential,1,0.9576239808576502,1.0,0.0,390,3,False,False
RS_RS14245,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,CONFIDENT_ESSENTIAL,essential,1,0.9497872637657412,1.0,0.0,483,3,False,False
RS_RS14250,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,CONFIDENT_ESSENTIAL,essential,1,0.9471566529601564,1.0,0.0,515,3,False,False
RS_RS14255,peptidoglycan D%2CD-transpeptidase FtsI family protein,CONFIDENT_ESSENTIAL,essential,1,0.9270293884459,0.9487179487179488,0.0,596,3,False,False
RS_RS14260,cell division protein FtsL,CONFIDENT_ESSENTIAL,essential,1,0.9716719058848834,1.0,0.0,109,3,False,False
RS_RS14265,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,CONFIDENT_ESSENTIAL,essential,1,0.8874683927549105,0.7435897435897436,0.0,320,3,False,False
RS_RS14270,division/cell wall cluster transcriptional repressor MraZ,PHENOTYPE_REQUIRED,unknown,1,0.6405865229942017,0.3513513513513513,0.0,143,3,False,False
RS_RS14275,2-polyprenyl-3-methyl-6-methoxy-1%2C4-benzoquinone monooxygenase,CONFIDENT_ESSENTIAL,essential,1,0.9586057692328144,0.9523809523809524,0.0,212,3,False,False
RS_RS14280,porin,PHENOTYPE_REQUIRED,unknown,1,0.4018745735157076,0.2,4.0,390,3,False,False
RS_RS14285,MFS transporter,PHENOTYPE_REQUIRED,unknown,0,0.2871672061607624,0.09375,11.0,440,3,False,False
RS_RS14290,long-chain fatty acid--CoA ligase,CONFIDENT_NONESSENTIAL,non-essential,0,0.2404722867851974,0.0975609756097561,9.0,570,3,False,False
RS_RS14295,aminopeptidase,PHENOTYPE_REQUIRED,unknown,0,0.1988426118100491,0.0,0.0,385,3,False,True
RS_RS14300,molybdopterin-containing oxidoreductase family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.146463024734981,0.0263157894736842,2.0,699,3,False,False
RS_RS14305,LacI family DNA-binding transcriptional regulator,PHENOTYPE_REQUIRED,unknown,1,0.5074725782857757,0.2941176470588235,5.0,330,3,False,False
RS_RS14310,phosphoenolpyruvate--protein phosphotransferase,CONFIDENT_NONESSENTIAL,non-essential,0,0.1384724712769727,0.0588235294117647,1.0,845,3,False,False
RS_RS14315,1-phosphofructokinase,PHENOTYPE_REQUIRED,unknown,0,0.3407114367122931,0.1363636363636363,0.0,317,3,False,False
RS_RS14320,PTS fructose transporter subunit IIC,PHENOTYPE_REQUIRED,unknown,0,0.1574998025085221,0.0,0.0,574,3,False,True
RS_RS14325,ABC transporter substrate-binding protein,PHENOTYPE_REQUIRED,unknown,0,0.2798457483556728,0.0666666666666666,12.0,386,3,False,False
RS_RS14330,ABC transporter ATP-binding protein,PHENOTYPE_REQUIRED,unknown,0,0.3926641750498941,0.2068965517241379,1.0,355,3,False,False
RS_RS14335,ABC transporter ATP-binding protein,PHENOTYPE_REQUIRED,unknown,0,0.585832685246091,0.3793103448275862,1.0,340,3,False,False
RS_RS14340,ABC transporter permease,PHENOTYPE_REQUIRED,unknown,0,0.4060232404393177,0.2,2.0,305,3,False,False
RS_RS14345,ABC transporter permease,PHENOTYPE_REQUIRED,unknown,0,0.4502710977869141,0.2424242424242424,3.0,326,3,False,False
RS_RS14350,ABC transporter substrate-binding protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2372244711590284,0.088235294117647,5.0,517,3,False,False
RS_RS14355,M20 aminoacylase family protein,PHENOTYPE_REQUIRED,unknown,0,0.3138597162092279,0.1333333333333333,0.0,397,3,False,False
RS_RS14385,enoyl-CoA hydratase,PHENOTYPE_REQUIRED,unknown,1,0.7700255378552635,0.5263157894736842,9.0,259,3,False,False
RS_RS14390,2-(1%2C2-epoxy-1%2C2-dihydrophenyl)acetyl-CoA isomerase PaaG,PHENOTYPE_REQUIRED,unknown,1,0.7741214114085743,0.5263157894736842,9.0,263,3,False,False
RS_RS14395,hydroxyphenylacetyl-CoA thioesterase PaaI,PHENOTYPE_REQUIRED,unknown,1,0.5924100846743525,0.3157894736842105,1.0,156,3,False,False
RS_RS14400,phenylacetate--CoA ligase PaaK,PHENOTYPE_REQUIRED,unknown,0,0.2653563875641446,0.1052631578947368,0.0,437,3,False,False
RS_RS14405,murein transglycosylase A,PHENOTYPE_REQUIRED,unknown,0,0.2702254238186813,0.1034482758620689,0.0,381,3,False,False
RS_RS14410,hypothetical protein,PHENOTYPE_REQUIRED,unknown,1,0.2814537625300078,0.0,0.0,84,3,False,True
RS_RS14415,Co2+/Mg2+ efflux protein ApaG,PHENOTYPE_REQUIRED,unknown,0,0.3171805631809519,0.0606060606060606,0.0,125,3,False,True
RS_RS14420,ribulose-phosphate 3-epimerase,CONFIDENT_ESSENTIAL,essential,1,0.9329471621131596,0.8536585365853658,0.0,243,3,False,False
RS_RS14425,phosphoglycolate phosphatase,PHENOTYPE_REQUIRED,unknown,0,0.5171654763091666,0.2682926829268293,7.0,247,3,False,False
RS_RS14430,anthranilate synthase component I,PHENOTYPE_REQUIRED,unknown,0,0.278453429007725,0.1463414634146341,0.0,510,3,False,False
RS_RS14435,anthranilate synthase component II,PHENOTYPE_REQUIRED,unknown,1,0.5890637423993665,0.325,0.0,190,3,False,False
RS_RS14440,lysozyme inhibitor LprI family protein,PHENOTYPE_REQUIRED,unknown,1,0.2523766996279019,0.0,0.0,150,3,False,True
RS_RS14445,anthranilate phosphoribosyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.3963947115628644,0.2051282051282051,1.0,346,3,False,False
RS_RS14450,indole-3-glycerol phosphate synthase TrpC,PHENOTYPE_REQUIRED,unknown,1,0.4719512823116766,0.25,1.0,268,3,False,False
RS_RS14455,CYTH domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.23299431029292,0.0,0.0,224,3,False,True
RS_RS14460,uracil-DNA glycosylase,PHENOTYPE_REQUIRED,unknown,1,0.30298005595999,0.09375,0.0,267,3,False,True
RS_RS14465,DUF2778 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.2694355351945532,0.0,1.0,153,3,False,False
RS_RS14470,hypothetical protein,PHENOTYPE_REQUIRED,unknown,1,0.2809468618999018,0.0,0.0,93,1,False,False
RS_RS14475,FUSC family protein,PHENOTYPE_REQUIRED,unknown,0,0.1158669161956883,0.0,0.0,741,3,False,True
RS_RS14480,M61 family metallopeptidase,PHENOTYPE_REQUIRED,unknown,0,0.1349874635883245,0.0,0.0,622,3,False,True
RS_RS14485,MDR family oxidoreductase,PHENOTYPE_REQUIRED,unknown,0,0.235166253635619,0.0555555555555555,0.0,339,3,False,True
RS_RS14490,DsbC family protein,PHENOTYPE_REQUIRED,unknown,0,0.3794757711859169,0.1714285714285714,0.0,249,3,False,False
RS_RS14495,UbiH/UbiF family hydroxylase,CONFIDENT_ESSENTIAL,essential,1,0.9284756601093692,0.918918918918919,3.0,431,3,False,False
RS_RS14500,hypothetical protein,CONFIDENT_ESSENTIAL,essential,1,0.9684306944819754,1.0,0.0,130,3,False,False
RS_RS14505,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.2644259777799219,0.0,0.0,107,3,False,True
RS_RS14510,lytic transglycosylase domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.4702673065407761,0.2222222222222222,0.0,171,3,False,False
RS_RS14515,flagellar protein FliT,PHENOTYPE_REQUIRED,unknown,0,0.7605782987091718,0.5,1.0,123,3,False,False
RS_RS14520,redox-regulated ATPase YchF,PHENOTYPE_REQUIRED,unknown,0,0.375447957238198,0.2,0.0,365,3,False,False
RS_RS14525,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.2580631588727813,0.0,0.0,81,3,False,True
RS_RS14530,glutamyl-tRNA reductase,CONFIDENT_ESSENTIAL,essential,1,0.9431971291355926,0.9714285714285714,0.0,436,3,False,False
RS_RS14535,peptide chain release factor 1,CONFIDENT_ESSENTIAL,essential,1,0.955047611973409,1.0,0.0,361,3,False,False
RS_RS14540,hypothetical protein,PHENOTYPE_REQUIRED,unknown,1,0.2610279976976511,0.0,0.0,115,3,False,True
RS_RS14545,peptide chain release factor N(5)-glutamine methyltransferase,CONFIDENT_ESSENTIAL,essential,1,0.8358363779342146,0.6666666666666666,0.0,307,3,False,False
RS_RS14550,Grx4 family monothiol glutaredoxin,CONFIDENT_ESSENTIAL,essential,1,0.8844552500948645,0.6764705882352942,0.0,104,3,False,False
RS_RS14555,UbiX family flavin prenyltransferase,CONFIDENT_ESSENTIAL,essential,1,0.9240655905964814,0.8285714285714286,0.0,219,3,False,False
RS_RS14560,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.214834872290255,0.0,0.0,240,3,False,True
