pid	reaction_id	reaction	category	PREDICTED_GENE	is_real_gene	copied	starved	n_examples	top_similarity	compartment_ok	compartments	reason
620	R-HSA-177501		transition	DNM1	True	False	True	0	0.000	True	cytosol;plasma membrane	GTP hydrolysis by the neuronal dynamin collar drives membrane constriction/scission and endophilin (SH3GL2) recruitment to the coated vesicle neck.
621	R-HSA-177671		transition	KPNA1	True	False	True	0	0.000	True	cytosol;nucleoplasm	Importin-alpha5 recognises the NLS exposed on phosphorylated IRF3/IRF7 dimers and carries them through the nuclear pore.
622	R-HSA-177784		transition	RPIA	True	False	True	3	0.200	True	cytosol	Aldose-ketose isomerisation of ribose 5-phosphate to ribulose 5-phosphate via a cis-enediol intermediate.
623	R-HSA-177946		transition	ADAM10	True	False	True	0	0.000	True	extracellular region;plasma membrane	Zinc metalloproteinase ectodomain sheddase cleaving the membrane-anchored proEGF juxtamembrane stalk to release soluble EGF.
624	R-HSA-1793186		transition	IDUA	True	False	True	4	0.143	True	lysosomal lumen	Lysosomal alpha-L-iduronidase hydrolysing the terminal non-reducing alpha-L-iduronosyl glycosidic bond of the dermatan/chondroitin chain.
625	R-HSA-1793209		transition	HYAL1	True	False	True	4	0.167	False	lysosomal lumen	Lysosomal endo-beta-N-acetylhexosaminidase that hydrolyses internal glycosidic bonds of chondroitin/hyaluronan chains down to the linkage-region precursor.
626	R-HSA-1793207		transition	ARSB	True	False	True	4	0.333	True	lysosomal lumen	Lysosomal N-acetylgalactosamine-4-sulfatase hydrolysing the sulfate ester from GalNAc residues of chondroitin/dermatan sulfate.
627	R-HSA-1793182		transition	IDS	True	False	True	4	0.333	True	lysosomal lumen	Lysosomal iduronate-2-sulfatase removing the 2-O-sulfate ester from iduronic acid residues of the glycosaminoglycan chain.
628	R-HSA-1799329		transition	SEC11A	True	False	True	0	0.000	True	endoplasmic reticulum membrane	Catalytic serine-lysine dyad subunit of the ER signal peptidase complex that cleaves the signal sequence from the nascent chain in the translocon.
629	R-HSA-182198		transition	DNM2	True	False	True	0	0.000	True	early endosome membrane;plasma membrane	Ubiquitous dynamin GTPase pinches off the clathrin-coated pit carrying the CD8:Nef:AP-2 cargo into the early endosome.
630	R-HSA-181567		transition	CAPN1	True	False	True	0	0.000	True	cytosol;plasma membrane	Calcium-activated cysteine protease cleaving the cytoplasmic SNARE domain of syntaxin-1 and releasing it from its C-terminal membrane anchor.
631	R-HSA-180687		transition	RCC1	True	False	True	4	0.333	True	nucleoplasm	Chromatin-bound guanine nucleotide exchange factor that ejects GDP from RAN and loads GTP, creating the nuclear RanGTP gradient.
632	R-HSA-182795		transition	TERT	True	False	True	0	0.000	False	cytosol	RNA-templated DNA polymerase (reverse transcriptase) chemistry extending the minus-strand DNA from the RNA template.
633	R-HSA-182286		transition	AP1M1	True	False	True	0	0.000	True	Golgi membrane;early endosome membrane	AP-1 mu1 adaptor subunit binds the Nef-modified MHC-I cytoplasmic tail and drives budding of the cargo from Golgi to endosomal membrane.
634	R-HSA-182859		transition	RNASEH1	True	False	True	0	0.000	True	cytosol	Endonucleolytic degradation of the RNA strand within an RNA:DNA hybrid, leaving the single-stranded minus DNA.
635	R-HSA-182876		transition	FEN1	True	False	True	0	0.000	False	cytosol	Flap endonuclease removing the displaced discontinuous plus-strand 5' flap so the duplex can be sealed into integration-competent DNA.
636	R-HSA-183122		transition	CFD	True	False	True	0	0.000	True	extracellular region;plasma membrane	Factor D is the serine protease that cleaves surface-bound factor B into Ba and Bb, activating the alternative-pathway C3 convertase.
637	R-HSA-1839031		transition	ZMYM2	True	True	True	1	0.250	False	cytosol	The fusion partner's self-association (coiled-coil/zinc-finger oligomerisation) domain drives ligand-independent dimerisation of the cytosolic FGFR1 kinase.
638	R-HSA-1855153		transition	ITPKA	True	False	False	12	0.333	True	cytosol	ATP-dependent 3-position phosphorylation of the inositol ring of Ins(1,4,5)P3 to Ins(1,3,4,5)P4.
639	R-HSA-1855158		transition	IP6K1	True	False	True	1	0.333	True	cytosol	Inositol hexakisphosphate kinase adds a further beta-phosphate onto the existing 5-diphosphate, converting 5-PP-IP5 to the 5-triphospho species.
640	R-HSA-1855157		transition	IP6K1	True	False	True	9	0.200	False	nucleoplasm	ATP-dependent pyrophosphorylation of the 5-position phosphate of 1-PP-IP5 to give the 1,5-bisdiphosphate.
641	R-HSA-1855154		transition	IMPA1	True	False	True	2	0.333	True	cytosol	Mg2+-dependent, Li+-inhibited inositol monophosphatase hydrolysing the 1-phosphomonoester to free myo-inositol.
642	R-HSA-184392		transition	NMT1	True	False	False	12	0.143	True	cytosol	N-myristoyltransferase transferring myristate from myristoyl-CoA onto the N-terminal glycine alpha-amine of the Gag polyprotein.
643	R-HSA-1855159		transition	INPP1	True	False	True	1	0.333	True	cytosol	Inositol polyphosphate 1-phosphatase removing the 1-position phosphomonoester from Ins(1,3,4,6)P4.
644	R-HSA-1855165		transition	NUDT3	True	False	True	2	0.333	True	cytosol	Nudix diphosphoinositol-polyphosphate phosphohydrolase clipping the beta-phosphate off one diphosphate group of (PP)2-IP4.
645	R-HSA-1855162		transition	ITPK1	True	False	True	1	0.333	True	cytosol	Inositol-tetrakisphosphate 1-kinase phosphorylating the free 1-OH of Ins(3,4,5,6)P4 to give IP5.
646	R-HSA-1855169		transition	ITPK1	True	False	True	1	0.333	True	cytosol	The same bifunctional inositol polyphosphate kinase adds the 1-position phosphate to Ins(3,4,6)P3.
647	R-HSA-1839112		transition	JAK2	True	False	True	0	0.000	True	cytosol	Receptor-associated tyrosine kinase phosphorylating the conserved C-terminal Tyr of STAT5A/STAT5B to license SH2-mediated dimerisation.
648	R-HSA-1855163		transition	MINPP1	True	False	True	11	0.333	True	endoplasmic reticulum lumen	ER-lumenal multiple inositol polyphosphate phosphatase, the only inositol phosphatase in that compartment, removing the 3-phosphate from InsP5.
649	R-HSA-1855166		transition	NUDT4	True	False	True	1	0.333	True	cytosol	Nudix-family diphosphoinositol polyphosphate phosphohydrolase hydrolysing the beta-phosphate of the PP-InsP4 diphosphate bridge back to InsP5.
650	R-HSA-1855200		transition	MINPP1	True	False	True	11	0.333	True	endoplasmic reticulum lumen	ER-luminal multiple inositol-polyphosphate phosphatase removing the 3-phosphate from Ins(1,3,4,5)P4.
651	R-HSA-1855198		transition	NUDT3	True	False	True	2	0.333	True	cytosol	Nudix diphosphoinositol-polyphosphate phosphohydrolase (DIPP1) clipping the beta-phosphate off the 5-diphosphate of 5-PP-IP5.
652	R-HSA-1855193		transition	IP6K1	True	False	True	0	0.000	True	cytosol	ATP-dependent conversion of the 5-monophosphate into a 5-diphosphate on an already 1-pyrophosphorylated inositol, the signature IP6-kinase reaction.
653	R-HSA-1855185		transition	IPMK	True	False	True	10	0.250	True	nucleoplasm	Inositol polyphosphate multikinase supplying the 3-kinase activity that converts Ins(1,4,5,6)P4 into IP5 in the nucleus.
654	R-HSA-1855171		transition	ITPK1	True	False	True	1	0.333	True	cytosol	The bifunctional Ins(1,3,4)P3 5/6-kinase running in its phosphotransferase/6-phosphatase direction to strip the 6-phosphate.
655	R-HSA-1855179		transition	IPPK	True	False	True	2	0.333	True	cytosol	Inositol-pentakisphosphate 2-kinase adds the last (2-position) phosphate to make IP6.
656	R-HSA-1855174		transition	INPP5A	True	False	False	12	0.333	True	cytosol	Soluble type-I inositol 1,4,5-trisphosphate 5-phosphatase terminating the IP3 calcium signal.
657	R-HSA-1855176		transition	IPPK	True	False	True	11	0.250	False	nucleoplasm	Nuclear IP5 2-kinase phosphorylating the axial 2-OH to complete IP6.
658	R-HSA-1855181		transition	IP6K2	True	False	True	2	0.333	True	nucleoplasm	Nuclear inositol hexakisphosphate kinase pyrophosphorylating the 5-phosphate of IP5 to give 5-PP-IP4.
659	R-HSA-1855177		transition	PLCD1	True	False	False	12	1.000	True	cytosol;plasma membrane	Ca2+-dependent phosphoinositide-specific phospholipase C delta cleaving the glycerophosphate bond of PI(4,5)P2 into DAG plus IP3.
660	R-HSA-1855180		transition	INPP4A	True	False	True	2	0.333	False	cytosol	Inositol polyphosphate 4-phosphatase removing the 4-phosphate from Ins(1,3,4)P3.
661	R-HSA-1855178		transition	ISYNA1	True	False	True	0	0.000	True	cytosol	myo-Inositol-1-phosphate synthase performing the NAD+-dependent intramolecular aldol cyclization of glucose 6-phosphate.
662	R-HSA-1855197		transition	ITPK1	True	False	True	1	0.333	True	cytosol	Ins(1,3,4)P3 5/6-kinase phosphorylating the 6-OH to give Ins(1,3,4,6)P4.
663	R-HSA-1855182		transition	PPIP5K1	True	False	True	1	0.333	True	cytosol	Diphosphoinositol-pentakisphosphate kinase adding a beta-phosphate at the 1-position of 5-PP-IP5.
664	R-HSA-1855172		transition	ITPK1	True	False	True	1	0.333	True	cytosol	Same 5/6-kinase acting on the 5-OH of Ins(1,3,4)P3 to give Ins(1,3,4,5)P4.
665	R-HSA-1855194		transition	IP6K1	True	False	True	0	0.000	True	cytosol	IP6 kinase converting the 5-monophosphate of 1-PP-IP5 into a second diphosphate group.
666	R-HSA-1855213		transition	INPP5A	True	False	True	1	0.333	True	cytosol	Type-I 5-phosphatase hydrolysing the 5-phosphate of Ins(1,3,4,5)P4.
667	R-HSA-1855216		transition	PPIP5K2	True	False	True	1	0.333	True	cytosol	IP6 1-kinase (VIP2) installing the 1-diphosphate on inositol hexakisphosphate.
668	R-HSA-1855218		transition	INPP5D	True	False	True	1	0.333	True	cytosol	SHIP1 5-phosphatase hydrolysing the 5-phosphate of Ins(1,3,4,5)P4 to Ins(1,3,4)P3.
669	R-HSA-1855210		transition	IMPA1	True	False	True	0	0.000	True	cytosol	Mg2+-dependent inositol monophosphatase releasing free inositol from an inositol monophosphate.
670	R-HSA-1855214		transition	PLCZ1	True	False	False	12	0.250	True	cytosol;endoplasmic reticulum membrane	Phospholipase C zeta hydrolyses PI(4,5)P2 in internal (ER-derived) membranes rather than at the cell surface.
671	R-HSA-1855222		transition	INPP5B	True	False	False	12	0.333	True	cytosol	Type-II inositol polyphosphate 5-phosphatase dephosphorylating the 5-position of Ins(1,4,5)P3.
672	R-HSA-1855202		transition	INPP4B	True	False	True	0	0.000	True	cytosol	Inositol polyphosphate 4-phosphatase type II removing the 4-phosphate from Ins(3,4)P2.
673	R-HSA-1855207		transition	IP6K2	True	False	True	2	0.333	True	nucleoplasm	Nuclear IP6 kinase pyrophosphorylating the 5-phosphate of IP6 to make 5-PP-IP5.
674	R-HSA-1855208		transition	INPP1	True	False	True	0	0.000	True	cytosol	Inositol polyphosphate 1-phosphatase, the lithium-sensitive enzyme that removes the 1-phosphate of Ins(1,4)P2.
675	R-HSA-1855206		transition	IPMK	True	False	True	2	0.333	True	nucleoplasm	Multikinase 6-kinase activity converting Ins(1,3,4,5)P4 to IP5 in the nucleoplasm.
676	R-HSA-1855205		transition	PTEN	True	False	False	12	0.333	True	cytosol	The 3-phosphatase specificity of PTEN extends to soluble Ins(1,3,4,5)P4, returning it to Ins(1,4,5)P3.
677	R-HSA-1855219		transition	ITPK1	True	False	True	1	0.333	True	cytosol	ITPK1 acts as the IP5 1-phosphatase, releasing the 1-phosphate to give Ins(3,4,5,6)P4.
678	R-HSA-1855223		transition	IP6K1	True	False	True	2	0.333	True	cytosol	Cytosolic IP6 kinase pyrophosphorylating the 5-phosphate of IP5.
679	R-HSA-1855221		transition	PLCE1	True	False	False	12	1.000	True	cytosol;plasma membrane	Ras/Rap-regulated phospholipase C epsilon cleaving PI(4,5)P2 into DAG and IP3 at the plasma membrane.
680	R-HSA-1855225		transition	MINPP1	True	False	True	11	0.333	True	endoplasmic reticulum lumen	ER-luminal phytase-like phosphatase removing the 3-phosphate of IP6 to yield Ins(1,2,4,5,6)P5.
681	R-HSA-1855211		transition	IMPA1	True	False	True	0	0.000	True	cytosol	Inositol monophosphatase hydrolysing the single phosphomonoester of Ins4P to free inositol.
682	R-HSA-1855224		transition	IP6K1	True	False	True	1	0.333	False	nucleoplasm	IP6 kinase extends the existing 5-diphosphate to a 5-triphosphate group.
683	R-HSA-1855227		transition	IP6K1	True	False	True	2	0.333	True	cytosol	Cytosolic inositol hexakisphosphate kinase making the 5-diphosphate of IP7.
684	R-HSA-1861788		transition	GBA2	True	False	True	3	0.250	True	cytosol;plasma membrane	Non-lysosomal glucosylceramidase with a cytosol-facing active site cleaving the beta-glucosidic bond of membrane glucosylceramide.
685	R-HSA-1855228		transition	IPMK	True	False	True	11	0.250	True	nucleoplasm	Inositol polyphosphate multikinase phosphorylating the free 5-OH of Ins(1,3,4,6)P4 to give IP5.
686	R-HSA-1861789		transition	GBA3	True	False	True	4	0.250	True	cytosol	Cytosolic beta-glucosidase hydrolysing the glucose head group from soluble glucosylceramide in the cytoplasm.
687	R-HSA-1855233		transition	ITPKB	True	False	True	11	0.250	False	nucleoplasm	Inositol 1,4,5-trisphosphate 3-kinase B phosphorylating the 3-OH of IP3 in the nucleus.
688	R-HSA-1855230		transition	PPIP5K1	True	False	True	1	0.333	False	nucleoplasm	1-kinase adding a diphosphate at the 1-position of an already 5-pyrophosphorylated inositol phosphate.
689	R-HSA-1855232		transition	INPP1	True	False	True	0	0.000	True	cytosol	Inositol polyphosphate 1-phosphatase removing the 1-phosphate of Ins(1,3,4)P3.
690	R-HSA-187020		transition	FURIN	True	False	True	0	0.000	True	Golgi lumen	Golgi proprotein convertase cleaving the dibasic site of pro-NGF to release the mature neurotrophin.
691	R-HSA-187506		transition	KPNA2	True	False	True	1	0.333	True	cytosol;nucleoplasm	Importin-alpha adaptor recognising the NLS of p27 for karyopherin-mediated nuclear import.
692	R-HSA-1878002		transition	XYLT1	True	False	True	4	0.429	True	Golgi lumen	Xylosyltransferase transferring xylose from UDP-Xyl onto core-protein serines to start the GAG linkage tetrasaccharide.
693	R-HSA-187828		transition	KPNA2	True	False	True	0	0.000	True	cytosol;nucleoplasm	Importin-alpha binds the p21 NLS and carries it through the nuclear pore.
694	R-HSA-187035		transition	VAMP2	True	False	True	0	0.000	True	Golgi lumen;extracellular region	Vesicular SNARE driving fusion of NGF-containing secretory vesicles with the plasma membrane to release the protein.
695	R-HSA-187045		transition	SEC11A	True	False	True	0	0.000	True	endoplasmic reticulum lumen	Catalytic subunit of ER signal peptidase cleaving the 18-residue signal sequence from pre-pro-NGF.
696	R-HSA-187746		transition	RASGRF1	True	False	True	0	0.000	True	cytosol;plasma membrane	Guanine nucleotide exchange factor that loads GTP onto the Ras-family GTPases RIT1/RIT2 downstream of activated TrkA.
697	R-HSA-188467		transition	GPD2	True	False	True	2	0.333	True	mitochondrial matrix	FAD-linked mitochondrial glycerol-3-phosphate dehydrogenase oxidising the C2 hydroxyl of G3P to a ketone.
698	R-HSA-188985		transition	TREH	True	False	False	12	0.250	True	extracellular region	Brush-border trehalase hydrolysing the alpha,alpha-1,1 glucoside bond of trehalose.
699	R-HSA-188979		transition	AMY2A	True	False	True	9	0.250	True	extracellular region	Secreted pancreatic alpha-amylase cleaving internal alpha-1,4 glucosidic bonds of amylose to maltose and maltotriose.
700	R-HSA-1889978		transition	B3GALT6	True	False	True	4	0.429	True	Golgi lumen	Adds the second galactose (beta1,3) onto Gal-Xyl of the glycosaminoglycan linker tetrasaccharide, i.e. galactosyltransferase II.
701	R-HSA-1889955		transition	B3GAT3	True	False	True	4	0.250	True	Golgi lumen	Transfers glucuronic acid from UDP-GlcA onto the Gal-Gal-Xyl linker, the glucuronyltransferase I step that completes the GAG tetrasaccharide.
702	R-HSA-189488		transition	UROS	True	False	True	0	0.000	True	cytosol	Cyclises hydroxymethylbilane with ring-D inversion and loss of water to give uroporphyrinogen III.
703	R-HSA-189384		transition	BLVRA	True	False	False	12	0.250	True	cytosol	NADPH-dependent reduction of the biliverdin gamma-methene bridge to bilirubin in cytosol.
704	R-HSA-189242		transition	SLC2A2	True	False	True	0	0.000	True	cytosol;extracellular region	Facilitative GLUT2-type efflux of glucose, galactose and fructose out of the cell across the basolateral membrane.
705	R-HSA-189398		transition	HMOX1	True	False	False	12	0.385	True	cytosol	NADPH/O2-dependent oxidative ring opening of heme releasing CO, Fe2+ and biliverdin.
706	R-HSA-189425		transition	UROD	True	False	False	12	0.214	True	cytosol	Sequential decarboxylation of the four acetate side chains of uroporphyrinogen III to methyls, giving coproporphyrinogen III.
707	R-HSA-189053		transition	SI	True	False	False	12	0.200	True	extracellular region	Brush-border isomaltase activity hydrolyses the alpha-1,6 branch points of alpha-limit dextrins releasing glucose, maltose and maltotriose.
708	R-HSA-189421		transition	CPOX	True	False	True	11	0.182	True	mitochondrial intermembrane space	Oxidative decarboxylation of the two propionate groups on rings A and B of coproporphyrinogen III to vinyls, in the intermembrane space.
709	R-HSA-189062		transition	LCT	True	False	False	12	0.250	True	extracellular region	Brush-border beta-galactosidase cleaving the beta1,4 bond of lactose into glucose and galactose.
710	R-HSA-189442		transition	ALAS1	True	False	False	12	0.222	True	mitochondrial matrix	PLP-dependent condensation of glycine with succinyl-CoA and decarboxylation to 5-aminolevulinate, the committed mitochondrial heme step.
711	R-HSA-1889981		transition	B4GALT7	True	False	True	4	0.429	True	Golgi lumen	Transfers the first galactose onto the protein-linked xylose of the GAG linker (galactosyltransferase I).
712	R-HSA-189069		transition	SI	True	False	False	12	0.250	True	extracellular region	Sucrase subunit of the brush-border complex hydrolyses the alpha1,2 glycosidic bond of sucrose.
713	R-HSA-189423		transition	PPOX	True	False	True	1	0.200	True	mitochondrial intermembrane space	Flavin-dependent six-electron oxidation of protoporphyrinogen IX to protoporphyrin IX with O2 reduced to H2O2.
714	R-HSA-189102		transition	MGAM	True	False	False	12	0.250	True	extracellular region	Maltase-glucoamylase exo-hydrolysis of the alpha1,4 bond of maltose to two glucoses at the brush border.
715	R-HSA-189406		transition	HMBS	True	False	True	2	0.143	True	cytosol	Head-to-tail polymerisation of four porphobilinogen units with deamination to the linear tetrapyrrole hydroxymethylbilane.
716	R-HSA-189465		transition	FECH	True	False	False	12	0.200	True	mitochondrial inner membrane;mitochondrial matrix	Inserts ferrous iron into the protoporphyrin IX macrocycle with release of two protons to form heme b.
717	R-HSA-190182		transition	UROD	True	False	False	12	0.214	True	cytosol	Same decarboxylase acts on the type I isomer, converting uroporphyrinogen I acetate side chains to methyls.
718	R-HSA-190698		transition	SAR1A	True	False	True	0	0.000	True	endoplasmic reticulum membrane;endoplasmic reticulum-Golgi intermediate compartment	COPII GTPase driving ER exit and budding of connexin cargo into vesicles delivered to the ERGIC.
719	R-HSA-1912352		transition	B4GALT1	True	True	True	2	0.286	True	Golgi lumen;Golgi membrane	Beta1,4-galactosyltransferase adds Gal from UDP-Gal onto the GlcNAc of the NOTCH O-fucose glycan.
720	R-HSA-1912353		transition	POGLUT1	True	False	True	3	0.250	True	endoplasmic reticulum lumen;endoplasmic reticulum membrane	Protein O-glucosyltransferase attaching glucose from UDP-Glc to a serine in NOTCH EGF repeats in the ER.
721	R-HSA-191101		transition	MGAM	True	False	False	12	0.250	True	extracellular region	Glucoamylase activity trims a terminal alpha1,4-linked glucose from maltotriose leaving maltose.
722	R-HSA-190686		transition	SEC23A	True	False	True	0	0.000	True	Golgi membrane;endoplasmic reticulum membrane	COPII inner-coat subunit mediating ER-to-Golgi anterograde export of connexin 43.
723	R-HSA-191108		transition	SI	True	False	False	12	0.250	True	extracellular region	Sucrase-isomaltase also carries maltase activity, splitting the alpha1,4 bond of maltose into two glucoses.
724	R-HSA-190782		transition	ARF1	True	False	True	0	0.000	True	Golgi membrane;Golgi-associated vesicle membrane	ARF GTPase recruits coat machinery for budding of connexon-loaded carriers off the trans-Golgi.
725	R-HSA-191116		transition	SI	True	False	False	12	0.250	True	extracellular region	Second brush-border alpha-glucosidase removing a terminal glucose from maltotriose to give maltose.
726	R-HSA-1912349		transition	POFUT1	True	False	True	0	0.000	True	endoplasmic reticulum lumen;endoplasmic reticulum membrane	Protein O-fucosyltransferase transferring fucose from GDP-Fuc to EGF-repeat serine/threonine of NOTCH in the ER.
727	R-HSA-191114		transition	AMY2A	True	False	True	9	0.200	True	extracellular region	Endo-alpha1,4-amylase randomly cleaves amylopectin to maltose, maltotriose and branched limit dextrins in the gut lumen.
728	R-HSA-1912378		transition	ST6GAL1	True	False	True	3	0.200	True	Golgi lumen;Golgi membrane	Sialyltransferase caps the Gal of the NOTCH O-fucose tetrasaccharide using CMP-Neu5Ac.
729	R-HSA-1912388		transition	RBPJ	True	False	True	0	0.000	True	nucleoplasm	NICD1 binding to the RBPJ platform drives corepressor (NCOR/HDAC/TBL1) exchange for SNW1-containing coactivator.
730	R-HSA-1912355		transition	LFNG	True	False	True	3	0.200	True	Golgi lumen;Golgi membrane	Fringe beta1,3-N-acetylglucosaminyltransferase elongating the O-fucose on NOTCH EGF repeats with GlcNAc.
731	R-HSA-191299		transition	SQLE	True	False	False	12	0.400	True	cytosol	FAD monooxygenase epoxidising the 2,3-double bond of squalene to 2,3-oxidosqualene using NADPH and O2.
732	R-HSA-191382		transition	IDI1	True	False	True	2	0.500	False	cytosol	Isomerises the isopentenyl double bond to give the allylic dimethylallyl diphosphate.
733	R-HSA-191380		transition	MVK	True	False	True	2	0.333	True	cytosol	ATP-dependent phosphorylation of the C5 hydroxyl of mevalonate to mevalonate-5-phosphate.
734	R-HSA-191402		transition	FDFT1	True	False	False	12	0.200	True	cytosol	Reductive rearrangement of presqualene diphosphate with NADPH to squalene, the second half-reaction of squalene synthase.
735	R-HSA-192033		transition	AKR1D1	True	False	False	12	0.200	True	cytosol;endoplasmic reticulum membrane	NADPH-dependent 5beta-reduction of the delta4 double bond of 7alpha-hydroxy-4-cholesten-3-one.
736	R-HSA-191414		transition	MVD	True	False	True	3	0.333	True	cytosol	ATP-driven phosphorylation-decarboxylation of mevalonate-5-diphosphate to isopentenyl diphosphate.
737	R-HSA-191737		transition	KIF5B	True	False	True	0	0.000	True	Golgi-associated vesicle membrane;plasma membrane	Kinesin-1 motor moves connexon-containing carriers along microtubules to dock at the plasma membrane.
738	R-HSA-191784		transition	TGS1	True	False	True	0	0.000	True	cytosol	Hypermethylates the m7G cap of snRNAs to the 2,2,7-trimethylguanosine cap on SMN-bound snRNPs.
739	R-HSA-191656		transition	SRC	True	False	True	0	0.000	True	plasma membrane	Tyrosine phosphorylation of the Cx43 C-terminus by associated Src gates the junctional channel shut.
740	R-HSA-192036		transition	AKR1C4	True	False	False	12	0.200	True	cytosol	NADPH-dependent 3-oxo reduction to the 3alpha-hydroxyl of the 5beta-cholestane bile acid intermediate.
741	R-HSA-191790		transition	PRMT5	True	False	True	6	0.077	True	cytosol	AdoMet-dependent symmetric dimethylation of arginines in Sm proteins that licenses their loading onto the SMN complex.
742	R-HSA-191972		transition	CYP7B1	True	False	False	12	0.400	True	cytosol;endoplasmic reticulum membrane	Oxysterol 7alpha-hydroxylase introduces the 7alpha-OH into 27-hydroxycholesterol via NADPH/O2 monooxygenation.
743	R-HSA-191405		transition	FDFT1	True	False	False	12	0.333	True	cytosol	Head-to-head condensation of two farnesyl diphosphates to presqualene diphosphate with PPi release.
744	R-HSA-191999		transition	CYP27A1	True	False	False	12	0.556	True	mitochondrial matrix	Mitochondrial sterol 27-hydroxylase hydroxylates the C27 methyl of the 5beta-cholestanetriol side chain.
745	R-HSA-191983		transition	CH25H	True	False	False	12	0.400	True	cytosol	Diiron cholesterol 25-hydroxylase installing a hydroxyl on the C25 of the sterol side chain.
746	R-HSA-192054		transition	CYP27A1	True	False	False	12	0.556	True	mitochondrial matrix	Same mitochondrial P450 carries the aldehyde to carboxylic acid oxidation completing the C27 acid THCA.
747	R-HSA-192065		transition	CYP7B1	True	False	False	12	0.400	True	cytosol	7alpha-hydroxylation of 25-hydroxycholesterol in the alternative bile acid route.
748	R-HSA-192067		transition	AKR1D1	True	False	False	12	0.200	True	cytosol;endoplasmic reticulum membrane	NADPH delta4-3-oxosteroid 5beta-reductase acting on the 12alpha-hydroxylated cholestenone intermediate.
749	R-HSA-192137		transition	SLC27A5	True	False	False	12	0.250	True	cytosol	Bile acyl-CoA synthetase adenylates the C27 acid THCA and thioesterifies it with CoA, releasing AMP and PPi.
750	R-HSA-192325		transition	ABCD3	True	False	True	1	0.333	True	cytosol;peroxisomal matrix	ATP-driven import of a C27 bile-acid-CoA ester across the peroxisomal membrane, the defining substrate class of the PMP70 half-transporter.
751	R-HSA-192123		transition	CYP27A1	True	False	False	12	0.556	True	mitochondrial matrix	Mitochondrial ferredoxin-dependent P450 sterol 27-hydroxylation of cholesterol's terminal side-chain methyl.
752	R-HSA-192335		transition	ACOX2	True	False	True	2	0.286	True	peroxisomal matrix	FAD-dependent peroxisomal 2-enoyl desaturation of a 2-methyl-branched C27 bile-acid-CoA, releasing H2O2.
753	R-HSA-192417		transition	CEL	True	False	False	12	0.286	True	extracellular region	Bile-salt-stimulated carboxyl ester hydrolysis of a cholesteryl ester in the intestinal lumen, freeing cholesterol and fatty acid.
754	R-HSA-192042		transition	CYP27A1	True	False	False	12	0.429	True	mitochondrial matrix	Second oxidation step of the same mitochondrial P450, converting the C27 primary alcohol of the bile-acid intermediate to the aldehyde.
755	R-HSA-192061		transition	CYP46A1	True	False	False	12	0.600	True	cytosol;endoplasmic reticulum membrane	ER-membrane P450 that hydroxylates cholesterol specifically at C-24 to give 24S-hydroxycholesterol.
756	R-HSA-192341		transition	SCP2	True	True	False	12	0.333	True	peroxisomal matrix	Thiolytic cleavage of a 24-keto C27 bile-acid-CoA by the sterol-carrier-protein-x thiolase, releasing propionyl-CoA and choloyl-CoA.
757	R-HSA-192178		transition	CYP39A1	True	False	False	12	0.429	True	cytosol;endoplasmic reticulum membrane	Oxysterol 7alpha-hydroxylase acting selectively on 24-hydroxycholesterol in the ER.
758	R-HSA-192097		transition	HSD3B7	True	False	True	6	0.333	True	cytosol;endoplasmic reticulum membrane	NAD+-dependent 3beta-hydroxy-Delta5-C27-steroid oxidation with Delta5->Delta4 isomerisation of 7alpha-hydroxycholesterol.
759	R-HSA-192331		transition	HSD17B4	True	False	False	12	0.200	True	peroxisomal matrix	Peroxisomal D-bifunctional protein hydratase adding water across the 24-ene of the bile-acid-CoA to give the (24R)-hydroxy ester.
760	R-HSA-192160		transition	AKR1C4	True	False	False	12	0.200	True	cytosol	Cytosolic NADPH-dependent 3alpha-hydroxysteroid reduction of the 3-oxo group of a 5beta-cholestane bile-acid precursor.
761	R-HSA-192157		transition	CYP8B1	True	False	False	12	0.400	True	cytosol;endoplasmic reticulum membrane	Sterol 12alpha-hydroxylase that commits 7alpha-hydroxy-4-cholesten-3-one to the cholate branch.
762	R-HSA-192422		transition	PNLIP	True	False	False	12	0.500	True	extracellular region	Pancreatic triacylglycerol lipase hydrolysing an sn-1/sn-3 ester of luminal triacylglycerol to diacylglycerol plus free fatty acid.
763	R-HSA-192851		transition	ANP32A	True	False	False	12	0.100	True	nucleoplasm	Host acidic leucine-rich nuclear phosphoprotein required for influenza polymerase to elongate and encapsidate nascent vRNA from the cRNA template.
764	R-HSA-192832		transition	ANP32A	True	False	False	12	0.167	True	nucleoplasm	Host cofactor that licenses de novo (primer-independent) initiation of cRNA synthesis by the influenza polymerase on the vRNA template.
765	R-HSA-192425		transition	CEL	True	False	False	12	0.200	True	extracellular region	Broad-specificity bile-salt-dependent lipase completing luminal monoacylglycerol ester hydrolysis to glycerol and fatty acid.
766	R-HSA-193064		transition	HSD17B3	True	False	False	12	0.500	True	cytosol	NADPH-dependent 17-keto reduction of androstenedione to testosterone.
767	R-HSA-193052		transition	HSD3B2	True	False	True	0	0.000	True	cytosol	Delta5->Delta4 ketosteroid isomerisation of the 3-oxo-5-ene intermediate to progesterone by the bifunctional 3beta-HSD/isomerase.
768	R-HSA-192430		transition	LIPF	True	False	False	12	0.500	True	extracellular region	Acid-stable gastric lipase releasing a fatty acid from dietary triacylglycerol before pancreatic digestion.
